,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,last_review,calculated_host_listings_count,availability_365,price_per_minimum_night,review_rate_per_month,is_expensive
181,45910,Beautiful Queens Brownstone! - 5BR,204539,Mark,Queens,Ridgewood,40,-73,Entire home/apt,2019-05-12,5,365,43.75,1.1,False
182,45936,Couldn't Be Closer To Columbia Uni,867225,Rahul,Manhattan,Morningside Heights,40,-73,Private room,2019-05-14,2,233,24.75,143.95999999999998,False
183,45940,Bright Spacious Luxury Condo,204724,Miyoung,Brooklyn,Williamsburg,40,-73,Entire home/apt,2019-04-08,1,1,50.0,19.139999999999997,False
184,46544,Park Slope haven 15 mins from Soho,8198,Monica,Brooklyn,Park Slope,40,-73,Entire home/apt,2019-06-05,1,18,30.0,26.0,False
185,46723,SAFE  AND BEAUTIFUL ACCOMODATION,209460,Marylyn,Brooklyn,Bedford-Stuyvesant,40,-73,Private room,2019-05-19,4,343,30.0,147.42,False
186,46911,Large Room in private Brownstone in Park Slope,210746,Kathleen R.,Brooklyn,Prospect Heights,40,-73,Private room,2019-06-24,3,250,40.0,24.48,False
187,47199,"NEW YORK CITY, 1 BDRM.(NEAR CENTRAL PARK & METRO)",212722,Teresa,Manhattan,Upper East Side,40,-73,Private room,2019-06-24,1,326,25.0,368.15000000000003,False
188,47362,"LARGE, COMFY 1BDR W/CHARACTER!!!",214148,Robert,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2012-09-03,1,364,6.730769230769231,8.7,False
189,47370,Chelsea Studio sublet 1 - 2 months,214287,Alex,Manhattan,Chelsea,40,-73,Entire home/apt,2015-07-17,1,0,41.666666666666664,0.09,False
190,47926,LUX APT IN TIMES SQUARE NEW BUILDING,218404,Claudia,Manhattan,Hell's Kitchen,40,-73,Entire home/apt,2019-06-26,1,299,275.0,15.58,False
191,48719,Designer 1 BR Duplex w/ Terrace- Spectacular Views,221873,Shane,Manhattan,Lower East Side,40,-73,Entire home/apt,2019-06-15,1,207,149.5,113.36,False
192,50447,Lovely Apt & Garden;  Legal;  Best Area; Amenities,9744,Laurie,Brooklyn,South Slope,40,-73,Entire home/apt,2019-06-22,3,162,27.0,215.92999999999998,False
194,51485,Lower East Side $57~/night,236655,Erina,Manhattan,Lower East Side,40,-73,Private room,2019-06-22,1,7,83.0,766.65,False
195,51572,Prime Location in Manhattan,237329,Lee,Manhattan,Chelsea,40,-73,Private room,2019-06-18,1,328,123.0,1320.0,False
196,51850,( F) Excellent/Pvt Rm,27848,Jullett,Queens,Jamaica,40,-73,Private room,2019-05-20,2,365,27.5,25.48,False
197,53137,"Quiet, sunny Midtown Manhattan apt.",240360,Marlaine,Manhattan,Hell's Kitchen,40,-73,Entire home/apt,2019-07-01,1,0,39.0,10.1,False
198,53196,Big Room/Washer-Dryer/Wifi/AC/JMZ,247432,Charlotte,Brooklyn,Bedford-Stuyvesant,40,-73,Private room,2017-11-13,1,0,40.0,5.279999999999999,False
199,53469,cozy studio with parking spot,204539,Mark,Queens,Middle Village,40,-73,Entire home/apt,2015-05-09,5,240,3.2666666666666666,10.23,False
200,53470,Clean and convenient 2BR apartment,204539,Mark,Queens,Ridgewood,40,-73,Private room,2015-10-08,5,365,20.0,0.36,False
201,53477,3 floors of luxury!,204539,Mark,Queens,Middle Village,40,-73,Entire home/apt,2019-04-27,5,365,37.857142857142854,14.44,False
202,54158,The Institute—Heart of Williamsburg,10889,Bob,Brooklyn,Williamsburg,40,-73,Entire home/apt,2019-06-20,2,164,124.5,1231.52,False
203,54453,MIDTOWN WEST - Large alcove studio,255583,Anka,Manhattan,Hell's Kitchen,40,-73,Shared room,2014-01-07,1,363,17.5,0.8999999999999999,False
205,54508,Sml Rm in pr Brst  Park Sl great for Med/students,210746,Kathleen R.,Brooklyn,Prospect Heights,40,-73,Private room,2019-06-06,3,250,50.0,479.12,False
206,54544,City Room - Private Penthouse Apt.,256161,Wayne,Manhattan,Harlem,40,-73,Entire home/apt,2019-06-22,5,247,121.0,104.0,False
207,54626,Cozy bedroom by Yankee Stadium,190409,Waundell,Bronx,Highbridge,40,-73,Private room,2019-06-30,3,323,45.0,200.1,False
208,54860,Great apartment with private bathroom and entrance,258164,Jenny,Manhattan,East Harlem,40,-73,Private room,2019-06-23,1,192,20.0,391.68,False
209,55467,Private Garden Apt • New Renovation,260709,Paul,Brooklyn,Williamsburg,40,-73,Entire home/apt,2019-07-02,1,125,70.0,769.12,False
210,55498,Modern comfort in art infused landmark Brownstone,262138,Tami,Brooklyn,Bedford-Stuyvesant,40,-73,Private room,2019-07-01,1,91,35.5,5.06,False
211,55668,"NOHO/EAST VILLAGE, PRIVATE 1/2 BATH",88209,Jason,Manhattan,NoHo,40,-73,Private room,2018-12-05,1,75,65.0,134.54999999999998,False
212,55737,Sleek & Comfortable Soho Apt,263414,Pete,Manhattan,West Village,40,-74,Entire home/apt,2019-05-19,1,286,39.8,157.38,False
213,55959,Spacious Williamsburg Share w/ LOFT BED,168525,Gus,Brooklyn,Williamsburg,40,-73,Private room,2019-06-10,2,60,17.25,92.66,False
214,55982,Cozy 2 br in sunny Fort Greene apt,264928,Sally,Brooklyn,Fort Greene,40,-73,Private room,2018-12-31,1,0,22.666666666666668,12.95,False
215,56467,Cozy East Village Railroad 1 Bed!,267593,Leonardo,Manhattan,East Village,40,-73,Entire home/apt,2019-07-01,1,192,130.0,416.16,False
216,56525,1 Bedroom Loft w/ Private Roof Deck,268014,Alex,Brooklyn,Greenpoint,40,-73,Entire home/apt,2019-06-13,1,58,97.5,44.85,False
217,56859,City Room - Private & Comfy Bedroom,256161,Wayne,Manhattan,Harlem,40,-73,Private room,2019-06-03,5,245,64.0,353.28000000000003,False
218,57166,Elegant NYC Pad,272006,Vasili,Queens,Ditmars Steinway,40,-73,Entire home/apt,2019-06-17,1,292,70.0,2.72,False
219,57297,"Clean & bright 1BR in Cobble Hill, GREAT location!",199392,S.M.,Brooklyn,Cobble Hill,40,-73,Entire home/apt,2019-06-24,1,279,79.5,470.64000000000004,False
220,57468,"Modern, Large East Village Loft",239208,Ori,Manhattan,East Village,40,-73,Entire home/apt,2019-06-23,1,0,63.0,401.8,False
221,57618,"Great new apt, close to everything",274557,Ana,Manhattan,Hell's Kitchen,40,-73,Entire home/apt,2019-06-09,1,3,83.33333333333333,90.24,False
222,57740,Quiet & Clean Retreat in the City,275459,I,Manhattan,East Village,40,-73,Entire home/apt,2019-05-24,1,351,79.66666666666667,0.49000000000000005,False
223,57754,Stylish Large Gramercy Loft!,275578,R,Manhattan,Flatiron District,40,-73,Entire home/apt,2019-06-30,1,201,152.5,117.72000000000001,False
224,57874,The Brownstone-Luxury 1 Bd Apt/NYC,276291,Simon,Manhattan,Harlem,40,-73,Entire home/apt,2019-06-26,2,232,51.666666666666664,466.20000000000005,False
225,58059,PRIVATE Room on Historic Sugar Hill,277379,Agnes,Manhattan,Harlem,40,-73,Private room,2019-07-03,2,258,60.0,2097.64,False
226,58062,South Slope Green,277394,Linda,Brooklyn,Windsor Terrace,40,-73,Private room,2019-05-17,1,272,67.5,5.46,False
227,58467,"17 Flr. Manhattan Views, Nr. Subway",279797,Dave,Manhattan,Roosevelt Island,40,-73,Private room,2019-05-08,1,341,17.142857142857142,5.1,False
228,59014,"Spacious 1BR, Adorable Clean Quiet",282927,Drica,Manhattan,Lower East Side,40,-73,Entire home/apt,2019-01-02,1,244,50.0,15.99,False
229,59121,"Nice, clean, safe, convenient 3BR",204539,Mark,Queens,Ridgewood,40,-73,Entire home/apt,2012-09-17,5,365,10.0,0.01,False
230,59642,Franklin St Flat in Trendy Greenpoint Brooklyn,274782,Betty,Brooklyn,Greenpoint,40,-73,Entire home/apt,2019-05-19,1,12,67.5,46.230000000000004,False
231,59709,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",186084,Ricardo & Ashlie,Manhattan,Chinatown,40,-73,Entire home/apt,2019-07-01,2,265,62.5,3.2399999999999998,False
232,59855,One bedroom Apt. in NYC,288031,Leslie,Manhattan,Midtown,40,-73,Entire home/apt,2016-01-05,1,0,8.333333333333334,63.96,False
233,60164,"Beautiful, elegant 3 bed SOHO loft",289653,Harrison,Manhattan,SoHo,40,-74,Entire home/apt,2019-06-23,1,329,125.0,93.06,False
234,60457,Spacious Greenwich Village Apt,99212,Jessica,Manhattan,Greenwich Village,40,-73,Entire home/apt,2019-05-11,1,91,45.0,1.0,False
235,60611,SpaHa Studio Monthly Rental,292204,Blanca,Manhattan,East Harlem,40,-73,Entire home/apt,2018-09-29,2,365,4.464285714285714,334.89,False
236,60666,City Room - Private Luxury Suite,256161,Wayne,Manhattan,Harlem,40,-73,Private room,2019-06-11,5,253,92.0,343.98,False
237,60673,Private Room/bath Luxurious Harlem,249372,Cynthia,Manhattan,Harlem,40,-73,Private room,2018-10-07,1,365,87.5,0.11,False
238,60680,The gem of the East Village,292630,Mich,Manhattan,East Village,40,-73,Entire home/apt,2019-06-20,1,320,49.5,154.94,False
239,60794,"Bright and spacious, garden below!",293394,Rachel,Manhattan,Upper West Side,40,-73,Entire home/apt,2017-08-25,1,0,48.75,0.16,False
240,60948,ACCOMMODATIONS GALORE #2,126607,Laurine,Manhattan,East Harlem,40,-73,Entire home/apt,2019-06-20,3,192,46.666666666666664,175.5,False
241,61167,Colorful Private One Bedroom Apt,295760,Greta,Manhattan,Little Italy,40,-73,Entire home/apt,2015-12-12,1,0,67.5,4.2,False
242,61224,Huge Chelsea Loft,291112,Frank,Manhattan,Chelsea,40,-74,Entire home/apt,2017-07-27,1,348,250.0,11.9,False
243,61406,Great room in great location,297176,Bethania,Manhattan,Harlem,40,-73,Private room,2019-06-01,2,0,5.714285714285714,22.1,False
244,61492,Exclusive Room with Private Bath in  LES,297769,Tunji,Manhattan,Chinatown,40,-73,Private room,2019-06-23,2,353,30.0,307.8,False
245,61509,"Quiet, clean midtown apt w. elevato",23619,Anna/Fonzy,Manhattan,Midtown,40,-73,Entire home/apt,2019-04-30,1,140,0.55,82.8,False
246,62095,BK Sweet Suite w/Kitchen&FullBath,281764,Colette&Sean,Brooklyn,East Flatbush,40,-73,Entire home/apt,2019-06-14,1,2,21.666666666666668,547.4,False
247,62427,Great East Village Apartment Rental,303882,Brie,Manhattan,East Village,40,-73,Entire home/apt,2019-05-26,1,56,2.6,32.48,False
248,62430,BROWNSTONE SUNDRENCHED BEAUTY,197755,Sheila,Brooklyn,Bushwick,40,-73,Entire home/apt,2019-06-22,1,68,33.0,236.42999999999998,False
249,62452,A SpeciaL!! Private Room in NY,303939,Lissette,Staten Island,Tompkinsville,40,-74,Private room,2019-06-25,6,360,18.0,357.05,False
250,62461,B NYC Staten Alternative...,303939,Lissette,Staten Island,Tompkinsville,40,-74,Private room,2019-06-10,6,0,18.5,211.67999999999998,False
251,62787,C Private Room By The Ferry,303939,Lissette,Staten Island,Tompkinsville,40,-74,Private room,2019-07-02,6,320,18.5,302.67,False
252,62891,Smallest House In The Village,306545,Olivia,Manhattan,East Village,40,-73,Entire home/apt,2019-05-24,2,326,58.333333333333336,329.3,False
253,62903,Beautiful modern studio apartment in heart of NYC,306605,Daniel,Manhattan,Chelsea,40,-73,Entire home/apt,2019-06-21,2,76,22.77777777777778,43.4,False
254,62925,Beautiful Landmarked Duplex,306739,Maya,Brooklyn,Greenpoint,40,-73,Entire home/apt,2019-06-16,3,279,95.0,151.28,False
255,63299,BROOKLYN > Guest Room w/ Queen Bed in Williamsburg,308875,Scott,Brooklyn,Williamsburg,40,-73,Private room,2019-06-23,2,15,29.5,320.37,False
256,63320,D Private Che@p Room 2 Explore NYC,303939,Lissette,Staten Island,Tompkinsville,40,-74,Private room,2019-07-02,6,340,18.0,1062.27,False
257,63360,Safe cute near subway& Manhattan NY NY retro style,307962,Dennis & Naoko,Queens,Astoria,40,-73,Entire home/apt,2019-06-24,1,226,19.8,1984.5,False
258,63546,Large and Cozy Private Bedroom,308652,Antonín,Brooklyn,Kensington,40,-73,Private room,2019-05-16,2,365,39.0,20.7,False
259,63573,Small tidy bedroom in duplex,310458,Emily,Brooklyn,Park Slope,40,-73,Private room,2016-08-29,2,0,4.285714285714286,0.8099999999999999,False
261,63610,DOMINIQUE'S NY mini efficiency* wifi*metro*quiet,310670,Vie,Bronx,Eastchester,40,-73,Entire home/apt,2019-06-27,13,365,52.5,19.0,False
262,63657,"Private, Large & Sunny Top Floor Apt  w/W&D",170510,Renée,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2019-06-25,2,11,67.5,592.72,False
263,63693,Cottage in the Village,306545,Olivia,Manhattan,East Village,40,-73,Entire home/apt,2019-06-19,2,316,78.0,197.33999999999997,False
264,63719,BEDROOM1 FOR RENT 10min from Manhan,311286,Helene,Brooklyn,Bedford-Stuyvesant,40,-73,Private room,2018-08-19,4,281,23.333333333333332,14.76,False
266,64000,Williamsburg near soho. / loftbed,312722,Kristian & Di,Brooklyn,Williamsburg,40,-73,Private room,2019-01-07,4,362,3.5294117647058822,1.9600000000000002,False
268,64107,BROOKLYN  STUDIO APARTMENT,313317,Niya,Brooklyn,Crown Heights,40,-73,Private room,2019-06-24,1,301,33.333333333333336,750.51,False
269,64277,BEDROOM2 FOR RENT  10min from Manh,311286,Helene,Brooklyn,Bedford-Stuyvesant,40,-73,Private room,2019-01-02,4,189,17.5,3.96,False
270,64314,cozy bedroom in lovely garden apt,314256,Debbie,Brooklyn,Crown Heights,40,-73,Private room,2019-05-26,1,0,18.333333333333332,177.5,False
271,64365,Crown Heights Garden Apt.,314582,Anthony,Brooklyn,Crown Heights,40,-73,Private room,2019-06-27,2,287,30.0,515.29,False
272,64707,Amazing  Sunny & Breezy Home In the Heart of  NYC,7310,Tilly,Manhattan,Little Italy,40,-73,Entire home/apt,2019-01-02,1,14,6.428571428571429,0.16,False
273,64837,ENJOY Downtown NYC!!,46978,Edward,Manhattan,East Village,40,-73,Private room,2019-06-23,2,86,34.0,397.88,False
274,65019,Charming UWS Treehouse Apt,317809,Claire,Manhattan,Upper West Side,40,-73,Entire home/apt,2019-07-06,1,261,57.5,441.0,False
275,65268,Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn,319092,Juhli,Brooklyn,Bedford-Stuyvesant,40,-73,Private room,2019-01-05,1,68,15.0,42.88,False
277,65562,CHARMING EAST VILLAGE 2 (or 1) BR,320450,Mary D,Manhattan,East Village,40,-73,Entire home/apt,2019-01-03,1,231,18.428571428571427,0.75,False
278,65615,Farmhouse Apartment in Williamsburg,320761,Valerie,Brooklyn,Williamsburg,40,-73,Entire home/apt,2019-06-29,1,152,13.0,23.52,False
279,65660,Bright+Spacious Williamsburg Abode!,320538,Larissa,Brooklyn,Williamsburg,40,-73,Entire home/apt,2019-07-07,1,46,23.75,167.64000000000001,False
280,65813,"Suite Sugar Hill, Harlem, Private Rm in Hosted Apt",321756,Eric,Manhattan,Harlem,40,-73,Private room,2019-01-02,1,364,25.0,5.2,False
281,65834,Beautiful 1 Bedroom Apt Park Slope,321934,Jessica,Brooklyn,Park Slope,40,-73,Entire home/apt,2013-05-02,1,246,87.5,1.21,False
282,66008,CHARMING CARROLL GARDENS APT.,322884,Melissa,Brooklyn,Carroll Gardens,40,-73,Entire home/apt,2019-07-01,1,288,63.333333333333336,29.069999999999997,False
283,66026,Private Bedroom Brownstone Brooklyn,322716,Alex,Brooklyn,Crown Heights,40,-73,Private room,2019-06-30,5,331,2.3333333333333335,2.25,False
284,66251,East Village Loft with Piano & Patio,324460,Samir,Manhattan,East Village,40,-73,Entire home/apt,2019-06-25,1,51,70.66666666666667,87.77000000000001,False
285,66275,Lower East Side Magic Room,314941,Tony,Manhattan,Lower East Side,40,-73,Private room,2019-06-23,3,364,95.0,120.99000000000001,False
286,66451,**Fantastic Williamsburg Apt**,325389,Luis Fernando,Brooklyn,Williamsburg,40,-73,Entire home/apt,2019-02-16,1,254,70.0,0.99,False
287,66718,West Harlem Home Base - Eco-Apt.,136227,Henning,Manhattan,Harlem,40,-73,Entire home/apt,2019-06-23,1,189,22.5,349.69,False
288,66741,Charming Garden Apt in Park Slope,327673,Stefano,Brooklyn,Park Slope,40,-73,Entire home/apt,2019-06-23,2,263,75.0,445.12,False
289,66974,"Lovely, Modern, Garden Apartment",329436,Jana,Brooklyn,Gowanus,40,-73,Entire home/apt,2019-07-01,2,258,63.333333333333336,54.510000000000005,False
290,67288,Central Park 1BR sunny condo,101597,Per,Manhattan,East Harlem,40,-73,Entire home/apt,2019-06-15,1,103,4.428571428571429,5.720000000000001,False
291,67299,Cozy Garden Apartment  in Williamsburg,330347,Adrienne,Brooklyn,Williamsburg,40,-73,Entire home/apt,2019-05-06,1,42,4.5,31.360000000000003,False
292,67397,SoHa comfort-by NW Central Park!,332189,Elise,Manhattan,Morningside Heights,40,-73,Private room,2019-06-22,1,246,40.666666666666664,86.49000000000001,False
293,68099,Cozy room in Upper West Side,323517,Deda,Manhattan,Upper West Side,40,-73,Private room,2019-06-25,2,364,109.0,109.2,False
294,68305,Cozy Private Room in Apartment,338454,Share,Manhattan,Harlem,40,-73,Private room,2018-07-06,1,318,2.8333333333333335,43.52,False
295,68403,The Cozy Brownstone Inn (discount)!,240427,Naimah,Brooklyn,Bedford-Stuyvesant,40,-73,Entire home/apt,2019-06-24,2,72,48.333333333333336,158.75,False
296,68735,Prewar Penthouse w Private Terrace,342054,Violetta,Manhattan,Upper West Side,40,-73,Entire home/apt,2019-06-13,1,249,17.727272727272727,9.6,False
297,68765,Designer 2.5 BR Loft in Carroll Gardens by Subway,282655,Jenna,Brooklyn,Carroll Gardens,40,-73,Entire home/apt,2019-06-27,3,272,125.0,142.04000000000002,False
298,68900,Bright Beautiful Brooklyn,343250,Jason,Brooklyn,Greenpoint,40,-73,Private room,2016-11-13,1,325,41.666666666666664,0.6000000000000001,False
299,68974,Unique spacious loft on the Bowery,281229,Alicia,Manhattan,Little Italy,40,-73,Entire home/apt,2019-06-20,1,298,287.5,359.08,False
300,69894,"Nice renovated apt, prime location!",352168,Silvia,Manhattan,Upper West Side,40,-73,Entire home/apt,2019-06-11,1,35,5.0,26.400000000000002,False
301,69921,Brooklyn Writer's Nook,155689,Joab,Brooklyn,Bushwick,40,-73,Private room,2019-06-29,1,203,14.0,23.03,False
302,70095,Private Bedroom in Large NYC Apartment,353965,Mary And Geoff,Manhattan,Inwood,40,-73,Private room,2019-06-30,1,132,45.0,152.4,False
303,70128,"Large, Sunny Room East Village NYC",354330,Eyal,Manhattan,East Village,40,-73,Private room,2019-01-10,1,5,21.666666666666668,32.76,False
304,70609,Great Large 3 BR/2 Bath Duplex with Private Patio!,72062,Bruce,Manhattan,East Village,40,-73,Entire home/apt,2019-06-16,4,297,250.0,23.04,False
305,71010,All That Jazz. Uptown style on Sugar Hill.,361855,Kurt,Manhattan,Washington Heights,40,-73,Entire home/apt,2019-05-24,2,276,83.33333333333333,13.76,False
306,71248,Bright and lovely 1 bdrm apt in LES,363834,Jennifer,Manhattan,Chinatown,40,-73,Entire home/apt,2019-06-17,1,102,5.0,18.06,False
307,71366,Beautiful One Bed West Village - 4 Month Special,364955,Ruperto,Manhattan,West Village,40,-74,Entire home/apt,2019-06-25,1,251,6.666666666666667,17.16,False
308,71384,Gigantic Private Brooklyn Loft!,365153,Ben,Brooklyn,Greenpoint,40,-73,Entire home/apt,2014-05-13,1,188,229.0,25.0,False
309,71812,Condo Apartment with laundry in unit,369015,Thai,Bronx,Kingsbridge,40,-73,Entire home/apt,2019-01-02,2,346,3.0,1.4,False
310,72190,1BR: See Central Park from Terrace!,373085,Hudson,Manhattan,Upper West Side,40,-73,Entire home/apt,2019-02-15,1,0,8.461538461538462,14.82,False
311,72265,Private room in cozy Greenpoint,340692,Vanessa,Brooklyn,Greenpoint,40,-73,Private room,2019-06-16,1,15,19.666666666666668,10.44,False
312,74073,Food & Music Dream Apartment in Williamsburg,211877,Daniel,Brooklyn,Williamsburg,40,-73,Entire home/apt,2019-06-23,1,71,48.75,35.4,False
313,74240,French Garden cottage off Bedford,389924,Patty,Brooklyn,Williamsburg,40,-73,Entire home/apt,2019-06-07,2,215,169.0,45.56,False
314,74333,Alcove Studio w/ outdoor Patio Deck,331328,Amir,Manhattan,East Harlem,40,-73,Entire home/apt,2015-11-25,3,253,8.071428571428571,7.0200000000000005,False
315,74404,Luxury 3 bed/ 2 bath apt in Harlem w/ terrace,391325,G & S,Manhattan,Harlem,40,-73,Entire home/apt,2012-08-22,1,78,17.857142857142858,9.61,False
316,74680,One Bedroom Mini studio - Free WIFI,265109,Nazleen,Queens,Astoria,40,-73,Entire home/apt,2019-05-31,1,257,57.5,397.97999999999996,False
317,74860,"Sunlit and Cozy Williamsburg/Greenpoint, Brooklyn",394752,Allison,Brooklyn,Greenpoint,40,-73,Private room,2011-03-28,1,0,27.5,0.01,False
318,75193,BROOKLYN > Guest Room w/ King Bed in Williamsburg,308875,Scott,Brooklyn,Williamsburg,40,-73,Private room,2019-06-22,2,8,34.5,477.4,False
319,75635,Bright Cozy Chinatown Studio Apt.,401696,Patricia,Manhattan,Lower East Side,40,-73,Entire home/apt,2019-06-27,1,191,50.0,803.66,False
320,76761,Eveland the Place to Stay & Enjoy a 5-⭐️ 2bdrm,118971,Evelyn,Brooklyn,South Slope,40,-73,Entire home/apt,2019-06-28,3,182,84.5,1580.0600000000002,False
321,77765,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,40,-73,Private room,2019-07-01,28,79,59.666666666666664,12.959999999999999,False
322,77936,Hells Kitchen Garden of Eden,134355,Moss Owen,Manhattan,Hell's Kitchen,40,-73,Private room,2019-06-14,1,49,50.0,12.959999999999999,False
323,78919,"Historic House Boerum Hill, BK, NYC",422561,Nancy,Brooklyn,Boerum Hill,40,-73,Entire home/apt,2016-02-05,1,0,33.75,0.6000000000000001,False
324,79067,Lovely 3 bedroom in Italianate Brownstone w/garden,425506,Bliss,Brooklyn,Clinton Hill,40,-73,Entire home/apt,2019-04-20,1,156,58.333333333333336,4.2,False
